company,domain,breach_date,records_affected,data_classes,industry,risk_score
OrangeRomania,orange.ro,2025-02-24,556557,"['Email addresses', 'Partial credit card data', 'Phone numbers']",Technology,3
OrderSnapp,ordersnapp.com,2020-06-29,1304447,"['Dates of birth', 'Email addresses', 'Names', 'Passwords', 'Phone numbers']",Technology,5
OrdineAvvocatiDiRoma,ordineavvocatiroma.it,2019-05-07,41960,"['Email addresses', 'Email messages', 'Geographic locations', 'Passwords', 'Phone numbers']",Technology,4
Otelier,otelier.com,2024-07-01,436855,"['Email addresses', 'Names', 'Partial credit card data', 'Phone numbers', 'Physical addresses', 'Purchases', 'Travel plans']",Technology,3
OVH,ovh.com,2015-05-01,452899,"['Email addresses', 'IP addresses', 'Passwords', 'Usernames']",Technology,5
OwnedCore,OwnedCore.com,2013-08-01,880331,"['Email addresses', 'IP addresses', 'Passwords', 'Usernames']",Technology,5
Oxfam,oxfam.org.au,2021-01-20,1834006,"['Bank account numbers', 'Dates of birth', 'Email addresses', 'Genders', 'Names', 'Partial credit card data', 'Payment histories', 'Phone numbers', 'Physical addresses']",Technology,4
PaddyPower,paddypower.com,2010-10-25,590954,"['Account balances', 'Dates of birth', 'Email addresses', 'IP addresses', 'Names', 'Phone numbers', 'Physical addresses', 'Security questions and answers', 'Usernames', 'Website activity']",Technology,3
Pampling,pampling.com,2020-01-04,383468,"['Email addresses', 'Names', 'Passwords', 'Usernames']",Technology,5
Pandabuy,pandabuy.com,2024-03-31,1348407,"['Email addresses', 'IP addresses', 'Names', 'Phone numbers', 'Physical addresses']",Technology,4
ParagonCheats,paragoncheats.com,2021-05-22,188089,"['Browser user agent details', 'Email addresses', 'IP addresses', 'Usernames']",Technology,3
ParkMobile,parkmobile.io,2021-03-21,20949825,"['Email addresses', 'Licence plates', 'Names', 'Passwords', 'Phone numbers']",Technology,5
Patreon,patreon.com,2015-10-01,2330382,"['Email addresses', 'Passwords', 'Payment histories', 'Physical addresses', 'Private messages', 'Website activity']",Technology,5
PayAsUGym,payasugym.com,2016-12-15,400260,"['Browser user agent details', 'Email addresses', 'IP addresses', 'Names', 'Partial credit card data', 'Passwords', 'Phone numbers', 'Website activity']",Technology,5
PayHere,payhere.lk,2022-03-27,1580249,"['Email addresses', 'IP addresses', 'Names', 'Partial credit card data', 'Phone numbers', 'Physical addresses', 'Purchases']",Technology,4
PaySystemTech,paysystem.tech,2022-04-29,1410764,"['Credit cards', 'Email addresses', 'Purchases']",Technology,5
Paytm,paytm.com,2020-08-30,3395101,"['Dates of birth', 'Email addresses', 'Genders', 'Geographic locations', 'Income levels', 'Names', 'Phone numbers', 'Purchases']",Technology,4
pcTattletale,pctattletale.com,2024-05-25,138751,"['Device information', 'Email addresses', 'IP addresses', 'Names', 'Passwords', 'Phone numbers', 'Physical addresses', 'SMS messages', 'Usernames']",Technology,5
Peatix,peatix.com,2019-01-20,4227907,"['Email addresses', 'Names', 'Passwords']",Technology,5
Pemiblanc,pemiblanc.com,2018-04-02,110964206,"['Email addresses', 'Passwords']",Technology,5
PeoplesEnergy,peoplesenergy.co.uk,2020-12-16,358822,"['Dates of birth', 'Email addresses', 'Names', 'Passwords', 'Phone numbers', 'Physical addresses']",Technology,5
PetFlow,petflow.com,2017-12-09,990919,"['Email addresses', 'Passwords']",Technology,5
CERTPolandPhish,,2023-02-25,67943,"['Email addresses', 'Passwords']",Technology,4
Phoenix,phoenixim.ddns.net,2021-06-05,74776,"['Email addresses', 'IP addresses', 'Passwords', 'Usernames']",Technology,4
PhoneHouse,phonehouse.es,2021-04-08,5223350,"['Dates of birth', 'Email addresses', 'Genders', 'Names', 'Nationalities', 'Phone numbers', 'Physical addresses']",Technology,4
PHPFreaks,phpfreaks.com,2015-10-27,173891,"['Dates of birth', 'Email addresses', 'IP addresses', 'Passwords', 'Usernames', 'Website activity']",Technology,5
ThePi-Hole,pi-hole.net,2025-07-30,29926,"['Email addresses', 'Names']",Technology,2
PipingRock,pipingrock.com,2024-04-24,2103100,"['Email addresses', 'Names', 'Phone numbers', 'Physical addresses']",Technology,4
PixelFederation,pixelfederation.com,2013-12-04,38108,"['Email addresses', 'Passwords']",Technology,4
Pixlr,pixlr.com,2020-10-07,1906808,"['Email addresses', 'Geographic locations', 'Names', 'Passwords', 'Social media profiles']",Technology,5
piZap,pizap.com,2017-12-07,41817893,"['Email addresses', 'Genders', 'Geographic locations', 'Names', 'Passwords', 'Social media profiles', 'Usernames', 'Website activity']",Technology,5
PlanetCalypso,planetcalypsoforum.com,2019-07-01,62261,"['Email addresses', 'IP addresses', 'Passwords', 'Usernames']",Technology,4
PlanetIce,planet-ice.co.uk,2023-01-14,240488,"['Dates of birth', 'Email addresses', 'Genders', 'IP addresses', 'Names', 'Passwords', 'Phone numbers', 'Physical addresses', 'Purchases']",Technology,5
Playbook,playbook.vc,2020-10-19,50538,"['Email addresses', 'Job titles', 'Names', 'Passwords', 'Phone numbers', 'Social media profiles']",Technology,4
PlayCyberGames,playcybergames.com,2023-08-09,3681753,"['Email addresses', 'Passwords', 'Usernames']",Technology,5
Plex,plex.tv,2015-07-02,327314,"['Email addresses', 'IP addresses', 'Passwords', 'Usernames']",Technology,5
PlutoTV,pluto.tv,2018-10-12,3225080,"['Dates of birth', 'Device information', 'Email addresses', 'Genders', 'IP addresses', 'Names', 'Passwords', 'Social media profiles', 'Usernames']",Technology,5
PoinCampus,poincampus.com,2024-11-14,89116,"['Dates of birth', 'Email addresses', 'Names', 'Phone numbers']",Technology,2
Pokebip,pokebip.com,2015-07-28,657001,"['Email addresses', 'IP addresses', 'Passwords', 'Time zones', 'Usernames', 'Website activity']",Technology,5
PokemonCreed,pokemoncreed.net,2014-08-08,116465,"['Email addresses', 'Genders', 'IP addresses', 'Passwords', 'Usernames', 'Website activity']",Technology,5
PokemonNegro,pokemonnegro.com,2016-10-01,830155,"['Email addresses', 'IP addresses', 'Passwords']",Technology,5
PoliceOne,policeone.com,2014-07-01,709926,"['Email addresses', 'IP addresses', 'Passwords', 'Usernames']",Technology,5
PolishCredentials,,2023-05-29,1204870,"['Email addresses', 'Passwords']",Technology,5
Poshmark,poshmark.com,2018-05-16,36395491,"['Email addresses', 'Genders', 'Geographic locations', 'Names', 'Passwords', 'Usernames']",Technology,5
Powerbot,powerbot.org,2014-09-01,503501,"['Email addresses', 'IP addresses', 'Passwords', 'Usernames']",Technology,5
PPCGeeks,ppcgeeks.com,2016-08-19,492518,"['Dates of birth', 'Email addresses', 'IP addresses', 'Passwords', 'Usernames']",Technology,5
PreenMe,preen.me,2020-05-25,236105,"['Email addresses', 'Names', 'Social media profiles', 'Usernames']",Technology,3
ProctorU,proctoru.com,2020-06-26,444453,"['Email addresses', 'Names', 'Passwords', 'Phone numbers', 'Physical addresses', 'Usernames']",Technology,5
ProgrammingForums,programmingforums.org,2015-12-01,707432,"['Email addresses', 'IP addresses', 'Passwords', 'Usernames']",Technology,5
Promo,promo.com,2020-06-22,14610585,"['Email addresses', 'Genders', 'IP addresses', 'Names', 'Passwords']",Technology,5
Promofarma,promofarma.com,2019-08-03,1277761,"['Email addresses', 'Names']",Technology,4
PropTiger,proptiger.com,2018-01-30,2156921,"['Dates of birth', 'Device information', 'Email addresses', 'Genders', 'IP addresses', 'Names', 'Passwords']",Technology,5
Prosper,prosper.com,2025-09-01,17605276,"['Browser user agent details', 'Credit status information', 'Dates of birth', 'Email addresses', 'Employment statuses', 'Government issued IDs', 'Income levels', 'IP addresses', 'Names', 'Physical addresses']",Technology,5
Protemps,protemps.com.sg,2021-10-04,49591,"['Email addresses', 'Genders', 'Job applications', 'Marital statuses', 'Names', 'Nationalities', 'Passport numbers', 'Passwords', 'Phone numbers', 'Physical addresses', 'Religions', 'Salutations']",Technology,4
PS3Hax,ps3hax.net,2015-07-01,447410,"['Email addresses', 'IP addresses', 'Passwords', 'Usernames']",Technology,5
PSPISO,pspiso.com,2015-09-25,1274070,"['Email addresses', 'IP addresses', 'Passwords', 'Usernames']",Technology,5
PSX-Scene,psx-scene.com,2015-02-01,341118,"['Email addresses', 'IP addresses', 'Passwords', 'Usernames']",Technology,5
BVD,bvdinfo.com,2021-08-19,27917714,"['Dates of birth', 'Email addresses', 'Job titles', 'Names', 'Phone numbers', 'Physical addresses']",Technology,5
Qakbot,,2023-08-29,6431319,"['Email addresses', 'Passwords']",Technology,5
QatarNationalBank,qnb.com,2015-07-01,88678,"['Bank account numbers', 'Customer feedback', 'Dates of birth', 'Financial transactions', 'Genders', 'Geographic locations', 'Government issued IDs', 'IP addresses', 'Marital statuses', 'Names', 'Passwords', 'Phone numbers', 'Physical addresses', 'PINs', 'Security questions and answers', 'Spoken languages']",Technology,2
QIP,qip.ru,2011-06-01,26183992,"['Email addresses', 'Passwords', 'Usernames', 'Website activity']",Technology,5
Qraved,qraved.com,2021-07-09,984519,"['Dates of birth', 'Email addresses', 'Names', 'Passwords', 'Phone numbers']",Technology,5
QuantumBooter,quantumbooter.net,2014-03-18,48592,"['Email addresses', 'IP addresses', 'Passwords', 'Private messages', 'Usernames', 'Website activity']",Technology,4
QuestionPro,questionpro.com,2022-05-21,22229637,"['Browser user agent details', 'Email addresses', 'IP addresses', 'Survey results']",Technology,5
Quidd,quidd.co,2019-07-01,3805863,"['Email addresses', 'Passwords', 'Usernames']",Technology,5
QuinStreet,quinstreet.com,2015-12-14,4907802,"['Dates of birth', 'Email addresses', 'IP addresses', 'Passwords', 'Usernames', 'Website activity']",Technology,5
R2-2017,r2games.com,2017-01-01,1023466,"['Email addresses', 'Passwords', 'Usernames', 'Website activity']",Technology,5
R2Games,r2games.com,2015-11-01,22281337,"['Email addresses', 'IP addresses', 'Passwords', 'Usernames']",Technology,5
RaidForums,raidforums.com,2020-09-24,478604,"['Dates of birth', 'Email addresses', 'IP addresses', 'Passwords', 'Usernames']",Technology,5
RailYatri,railyatri.in,2022-12-26,23209732,"['Email addresses', 'Genders', 'Names', 'Phone numbers', 'Purchases']",Technology,5
Rambler,rambler.ru,2014-03-01,91436280,"['Email addresses', 'Passwords', 'Usernames']",Technology,5
Rankwatch,rankwatch.com,2016-11-19,7445067,"['Email addresses', 'Employers', 'Job titles', 'Names', 'Phone numbers']",Technology,4
Raychat,raychat.ir,2021-01-31,938981,"['Browser user agent details', 'Email addresses', 'IP addresses', 'Names', 'Passwords']",Technology,5
RbxRocks,rbx.rocks,2018-08-06,149958,"['Email addresses', 'Names', 'Passwords']",Technology,5
ReadNovel,readnovel.com,2019-05-01,22424472,"['Email addresses', 'Genders', 'Passwords', 'Phone numbers', 'Usernames']",Technology,5
RealEstateMogul,realestatemogul.com,2016-09-06,307768,"['Email addresses', 'Names', 'Phone numbers', 'Physical addresses']",Technology,3
RealDudesInc,realdudesinc.com,2022-10-22,101543,"['Email addresses', 'Passwords', 'Usernames']",Technology,5
RedDoorz,reddoorz.com,2020-09-04,5890277,"['Dates of birth', 'Email addresses', 'Genders', 'Names', 'Occupations', 'Passwords', 'Phone numbers']",Technology,5
RedLineStealer,,2021-12-05,441657,"['Email addresses', 'Passwords', 'Usernames']",Technology,5
BlueSnapRegpack,bluesnap.com,2016-05-20,104977,"['Browser user agent details', 'Credit card CVV', 'Email addresses', 'IP addresses', 'Names', 'Partial credit card data', 'Phone numbers', 'Physical addresses', 'Purchases']",Technology,3
Reincubate,reincubate.com,2017-05-11,616146,"['Email addresses', 'Names', 'Passwords']",Technology,5
RentoMojo,rentomojo.com,2023-04-15,2185697,"['Dates of birth', 'Email addresses', 'Genders', 'Government issued IDs', 'Names', 'Passport numbers', 'Passwords', 'Phone numbers', 'Purchases', 'Social media profiles']",Technology,5
RepublicanPartyOfTexas,texasgop.org,2021-09-11,72596,"['Browser user agent details', 'Email addresses', 'Geographic locations', 'IP addresses', 'Names']",Technology,2
RetinaX,retinax.com,2017-02-23,71153,"['Email addresses', 'Passwords']",Technology,4
Reverb-Nation,reverbnation.com,2014-01-01,7040725,"['Email addresses', 'Passwords']",Technology,5
Rightbiz,rightdev.co.uk,2023-07-09,65376,"['Email addresses', 'Names', 'Phone numbers', 'Physical addresses']",Technology,2
RiverCityMedia,rivercitymediaonline.com,2017-01-01,393430309,"['Email addresses', 'IP addresses', 'Names', 'Physical addresses']",Technology,5
Robinhood,robinhood.com,2021-11-03,5003937,['Email addresses'],Technology,4
RobinsonsMalls,robinsonsmalls.com,2024-06-01,195597,"['Dates of birth', 'Email addresses', 'Genders', 'Geographic locations', 'Names', 'Phone numbers']",Technology,3
Roblox,roblox.com,2016-07-31,52458,"['Account balances', 'Email addresses', 'IP addresses', 'Purchases', 'Usernames']",Technology,2
RobloxDeveloperConference,rdcglobal.com,2020-12-18,3943,"['Clothing sizes', 'Dates of birth', 'Email addresses', 'IP addresses', 'Names', 'Phone numbers', 'Physical addresses', 'Usernames']",Technology,2
Roll20,roll20.net,2018-12-26,3994436,"['Email addresses', 'IP addresses', 'Names', 'Partial credit card data', 'Passwords']",Technology,5
Romwe,romwe.com,2018-06-01,19531820,"['Geographic locations', 'IP addresses', 'Names', 'Passwords', 'Phone numbers', 'Physical addresses']",Technology,5
RosebuttBoard,rosebuttboard.com,2016-05-09,107303,"['Email addresses', 'IP addresses', 'Passwords', 'Usernames']",Technology,5
RoyalEnfield,royalenfield.com,2019-01-01,420873,"['Dates of birth', 'Email addresses', 'Genders', 'Names', 'Passwords', 'Phone numbers', 'Physical addresses', 'Social media profiles', 'Vehicle details']",Technology,5
RussianAmerica,russianamerica.com,2017-01-01,182717,"['Email addresses', 'Names', 'Passwords', 'Phone numbers']",Technology,5
SalvadoranCitizens,,2024-04-02,946989,"['Dates of birth', 'Email addresses', 'Government issued IDs', 'Names', 'Phone numbers', 'Physical addresses', 'Profile photos']",Technology,3
SamsungGermany,samsung.de,2025-03-30,216333,"['Email addresses', 'Names', 'Physical addresses', 'Purchases', 'Salutations', 'Shipment tracking numbers', 'Support tickets']",Technology,3
SaverSpy,,2018-09-18,2457420,"['Email addresses', 'Genders', 'Names', 'Physical addresses']",Technology,4
SCDailyPhoneSpamList,data4marketers.com,2015-04-14,32939105,"['Dates of birth', 'Email addresses', 'Genders', 'IP addresses', 'Names', 'Physical addresses']",Retail,5
Scentbird,scentbird.com,2020-06-22,5814988,"['Dates of birth', 'Email addresses', 'Genders', 'Names', 'Password strengths', 'Passwords']",Technology,5
schenkYOU,schenkyou.de,2024-08-15,237349,"['Dates of birth', 'Email addresses', 'Names', 'Passwords']",Technology,5
Scholastic,scholastic.com,2025-01-08,4247768,"['Email addresses', 'Names', 'Phone numbers', 'Physical addresses']",Technology,4
SchoolDistrict42,sd42.ca,2023-01-15,18850,"['Email addresses', 'Names']",Technology,2
Seedpeer,seedpeer.eu,2015-07-12,281924,"['Email addresses', 'Passwords', 'Usernames']",Technology,5
SeniorDating,seniordating.app,2024-11-23,765517,"['Bios', 'Dates of birth', 'Drinking habits', 'Education levels', 'Email addresses', 'Genders', 'Geographic locations', 'Occupations', 'Profile photos', 'Relationship statuses', 'Smoking habits', 'Social media profiles']",Technology,3
Sephora,sephora.com.au,2017-01-09,780073,"['Dates of birth', 'Email addresses', 'Ethnicities', 'Genders', 'Names', 'Physical attributes']",Technology,3
ServerPact,serverpact.com,2016-01-01,73587,"['Dates of birth', 'Email addresses', 'IP addresses', 'Passwords', 'Usernames']",Technology,4
SevenRooms,sevenrooms.com,2022-12-11,1205385,"['Email addresses', 'Names', 'Purchases']",Technology,4
Shadi,shadi.com,2016-07-09,2021984,"['Email addresses', 'Passwords']",Technology,5
Shadow,shadow.tech,2023-09-28,543295,"['Dates of birth', 'Email addresses', 'Names', 'Physical addresses']",Technology,3
ShareThis,sharethis.com,2018-07-09,40960499,"['Dates of birth', 'Email addresses', 'Names', 'Passwords']",Technology,5
SHEIN,shein.com,2018-06-01,39086762,"['Email addresses', 'Passwords']",Technology,5
Shitexpress,shitexpress.com,2022-08-08,23817,"['Email addresses', 'IP addresses', 'Names', 'Physical addresses', 'Private messages', 'Purchases']",Technology,2
ShockGore,shockgore.com,2020-08-11,73944,"['Email addresses', 'Genders', 'IP addresses', 'Passwords', 'Private messages', 'Usernames']",Technology,4
ShoeZone,shoezone.com,2024-06-28,46140,"['Email addresses', 'Names', 'Partial credit card data', 'Physical addresses', 'Purchases']",Technology,2
ShopBack,shopback.com,2020-09-17,20529819,"['Email addresses', 'Geographic locations', 'Names', 'Passwords', 'Phone numbers']",Retail,5
ShopperPlus,shopperplus.ca,2020-09-14,878290,"['Dates of birth', 'Email addresses', 'Genders', 'Names', 'Phone numbers', 'Physical addresses', 'Spoken languages']",Retail,3
ShortEdition,short-edition.com,2021-06-26,505466,"['Dates of birth', 'Email addresses', 'Genders', 'Names', 'Passwords', 'Phone numbers', 'Physical addresses', 'Social media profiles', 'Usernames']",Technology,5
Shotbow,shotbow.net,2016-05-09,1052753,"['Email addresses', 'Passwords', 'Usernames']",Technology,5
SirHurt,sirhurt.net,2021-04-23,90655,"['Email addresses', 'IP addresses', 'Passwords', 'Usernames']",Technology,4
SitePoint,sitepoint.com,2020-06-20,1021790,"['Bios', 'Email addresses', 'IP addresses', 'Names', 'Passwords', 'Usernames']",Technology,5
SkTorrent,sktorrent.eu,2016-02-19,117070,"['Email addresses', 'Passwords', 'Usernames']",Technology,5
Slickwraps,slickwraps.com,2020-02-16,857611,"['Email addresses', 'Names', 'Phone numbers', 'Physical addresses', 'Purchases']",Technology,3
SlideTeam,slideteam.net,2021-04-06,1464271,"['Email addresses', 'Names', 'Passwords']",Technology,5
Smogon,smogon.com,2017-09-10,386489,"['Email addresses', 'Genders', 'Geographic locations', 'Passwords', 'Usernames', 'Website activity']",Technology,5
Snail,snail.com,2015-03-14,1410899,"['Email addresses', 'IP addresses', 'Passwords', 'Usernames']",Technology,5
Snapchat,snapchat.com,2014-01-01,4609615,"['Geographic locations', 'Phone numbers', 'Usernames']",Technology,2
SoarGames,soargames.com,2019-12-16,4774445,"['Email addresses', 'IP addresses', 'Passwords', 'Usernames']",Technology,5
SocialEngineered,socialengineered.net,2019-06-13,89392,"['Email addresses', 'IP addresses', 'Passwords', 'Private messages', 'Usernames']",Technology,4
SIAE,siae.it,2018-11-03,14609,"['Email addresses', 'IP addresses', 'Names', 'Passwords', 'Phone numbers']",Technology,4
Sonicbids,sonicbids.com,2019-12-30,751700,"['Email addresses', 'Names', 'Passwords', 'Usernames']",Technology,5
Sony,sony.com,2011-06-02,37103,"['Dates of birth', 'Email addresses', 'Genders', 'Names', 'Passwords', 'Phone numbers', 'Physical addresses', 'Usernames']",Technology,4
Soundwave,soundwave.com,2015-07-16,130705,"['Dates of birth', 'Email addresses', 'Genders', 'Geographic locations', 'Names', 'Passwords', 'Social connections']",Technology,5
SpecialKSpamList,data4marketers.com,2015-10-07,30741620,"['Dates of birth', 'Email addresses', 'Genders', 'IP addresses', 'Names', 'Physical addresses']",Retail,5
Speedio,speedio.com.br,2024-12-24,27501041,"['Company names', 'Email addresses', 'Phone numbers', 'Physical addresses']",Technology,5
Sphero,sphero.com,2023-09-09,832255,"['Dates of birth', 'Email addresses', 'Geographic locations', 'Names', 'Usernames']",Technology,3
Spirol,spirol.com,2014-02-22,55622,"['Email addresses', 'Employers', 'Job titles', 'Names', 'Phone numbers', 'Physical addresses']",Technology,2
Sport2000,sport2000.fr,2024-04-18,3189643,"['Dates of birth', 'Email addresses', 'Names', 'Phone numbers', 'Physical addresses', 'Purchases', 'Salutations']",Technology,4
Spoutible,spoutible.com,2024-01-31,207114,"['Email addresses', 'Genders', 'IP addresses', 'Names', 'Passwords', 'Phone numbers', 'Usernames']",Technology,5
SpyFone,spyfone.com,2018-08-16,44109,"['Audio recordings', 'Browsing histories', 'Device information', 'Email addresses', 'Geographic locations', 'IMEI numbers', 'IP addresses', 'Names', 'Passwords', 'Photos', 'SMS messages']",Technology,4
Spyic,spyic.com,2025-02-14,875999,['Email addresses'],Technology,3
Spytech,spytech-web.com,2024-06-04,5645,"['Browsing histories', 'Device information', 'Email addresses', 'Names', 'Passwords', 'Purchases', 'Usernames']",Technology,4
SpyX,spyx.com,2024-06-24,1977011,"['Device information', 'Email addresses', 'Geographic locations', 'IP addresses', 'Passwords']",Technology,5
Spyzie,spyzie.io,2024-02-22,518643,['Email addresses'],Technology,3
StalkerOnline,stalker.so,2020-05-05,1385472,"['Email addresses', 'IP addresses', 'Passwords', 'Usernames']",Technology,5
Staminus,staminus.net,2016-03-11,26815,"['Credit cards', 'Email addresses', 'IP addresses', 'Passwords', 'Support tickets', 'Usernames']",Technology,5
StarNet,starnet.md,2015-02-26,139395,"['Customer interactions', 'Dates of birth', 'Email addresses', 'Genders', 'IP addresses', 'MAC addresses', 'Names', 'Passport numbers', 'Passwords', 'Phone numbers']",Technology,5
Start,start.film,2021-06-01,7455386,"['Email addresses', 'Geographic locations', 'Names', 'Passwords']",Technology,5
StarTribune,startribune.com,2019-10-10,2192857,"['Dates of birth', 'Email addresses', 'Genders', 'Names', 'Passwords', 'Physical addresses', 'Usernames']",Technology,5
TelegramStealerLogs,,2024-07-18,26105473,"['Email addresses', 'Passwords']",Technology,5
StealerLogsJan2025,,2025-01-13,71039833,"['Email addresses', 'Passwords']",Technology,5
SterKinekor,sterkinekor.co.za,2017-03-09,1619544,"['Dates of birth', 'Email addresses', 'Genders', 'Names', 'Passwords', 'Phone numbers', 'Physical addresses', 'Spoken languages']",Technology,5
StockX,stockx.com,2019-07-26,6840339,"['Email addresses', 'Names', 'Passwords', 'Physical addresses', 'Purchases', 'Usernames']",Technology,5
Storenvy,storenvy.com,2019-04-04,11052071,"['Dates of birth', 'Email addresses', 'Genders', 'Geographic locations', 'IP addresses', 'Passwords', 'Usernames']",Retail,5
StoryBird,storybird.com,2015-08-07,1047200,"['Email addresses', 'Names', 'Passwords', 'Usernames']",Technology,5
Straffic,straffic.io,2020-02-14,48580249,"['Email addresses', 'Genders', 'Names', 'Phone numbers', 'Physical addresses']",Technology,5
Stratfor,stratfor.com,2011-12-24,859777,"['Credit cards', 'Email addresses', 'Names', 'Passwords', 'Phone numbers', 'Physical addresses', 'Usernames']",Technology,5
StreamCraft,streamcraft.net,2020-07-06,1772620,"['Email addresses', 'IP addresses', 'Passwords', 'Usernames']",Technology,5
StreetEasy,streeteasy.com,2016-06-28,988230,"['Email addresses', 'Names', 'Passwords', 'Usernames']",Technology,5
Stripchat,stripchat.com,2021-11-05,10001355,"['Email addresses', 'IP addresses', 'Usernames']",Technology,5
StrongholdKingdoms,strongholdkingdoms.com,2018-07-04,5187305,"['Email addresses', 'Passwords', 'Usernames']",Technology,5
SubaGames,subagames.com,2016-11-01,6137666,"['Email addresses', 'Passwords', 'Usernames']",Technology,5
SumoTorrent,sumotorrent.sx,2014-06-21,285191,"['Email addresses', 'IP addresses', 'Passwords', 'Usernames', 'Website activity']",Technology,5
SundryFiles,sundryfiles.com,2022-01-21,274461,"['Email addresses', 'IP addresses', 'Passwords', 'Usernames']",Technology,5
SuperDraft,superdraft.io,2024-10-27,300187,"['Dates of birth', 'Email addresses', 'Geographic locations', 'Passwords', 'Purchases', 'Usernames']",Technology,5
SuperVPNGeckoVPN,,2021-02-25,20339937,"['Device information', 'Device serial numbers', 'Email addresses', 'Geographic locations', 'IMSI numbers', 'Login histories']",Technology,5
SurveyLama,surveylama.com,2024-02-01,4426879,"['Dates of birth', 'Email addresses', 'IP addresses', 'Names', 'Passwords', 'Phone numbers', 'Physical addresses']",Technology,5
SvenskaMagic,svenskamagic.com,2015-07-01,30327,"['Email addresses', 'Passwords', 'Usernames']",Technology,4
SweClockers,sweclockers.com,2015-04-01,254867,"['Email addresses', 'Passwords', 'Usernames']",Technology,5
Switch,switchit.hu,2024-10-01,5397,"['Email addresses', 'Job applications', 'Names', 'Social media profiles']",Technology,2
SwordFantasy,swordfantasy.com,2017-01-20,2690657,"['Email addresses', 'IP addresses', 'Passwords', 'Usernames']",Technology,5
Swvl,swvl.com,2020-06-23,4195918,"['Email addresses', 'Names', 'Partial credit card data', 'Passwords', 'Phone numbers', 'Profile photos']",Technology,5
SynthientCredentialStuffingThreatData,,2025-04-11,1957476021,"['Email addresses', 'Passwords']",Technology,5
SynthientStealerLogThreatData,,2025-04-11,182962095,"['Email addresses', 'Passwords']",Technology,5
T2,t2tea.com,2024-04-17,94584,"['Dates of birth', 'Email addresses', 'Names', 'Passwords', 'Phone numbers', 'Physical addresses', 'Purchases', 'Salutations']",Technology,4
TaiLieu,tailieu.vn,2019-11-24,7327477,"['Dates of birth', 'Email addresses', 'Genders', 'Geographic locations', 'Names', 'Passwords', 'Phone numbers', 'Usernames']",Technology,5
Tamodo,tamodo.com,2020-02-28,494945,"['Dates of birth', 'Email addresses', 'Genders', 'Geographic locations', 'IP addresses', 'Names', 'Passwords']",Technology,5
Tangerine,tangerinetelecom.com.au,2024-02-18,243462,"['Dates of birth', 'Email addresses', 'Names', 'Passwords', 'Phone numbers', 'Physical addresses', 'Salutations']",Technology,5
Taobao,taobao.com,2012-01-01,21149008,"['Email addresses', 'Passwords']",Technology,5
TAPAirPortugal,flytap.com,2022-08-25,6083479,"['Dates of birth', 'Email addresses', 'Genders', 'Names', 'Nationalities', 'Phone numbers', 'Physical addresses', 'Salutations', 'Spoken languages']",Technology,4
Tappware,tappware.com,2024-04-23,94734,"['Dates of birth', 'Email addresses', 'Genders', 'Government issued IDs', 'Job titles', 'Names', 'Phone numbers', 'Physical addresses', 'Religions']",Technology,2
Taringa,taringa.net,2017-08-01,27971100,"['Email addresses', 'Passwords', 'Usernames']",Technology,5
Solomid,solomid.net,2014-12-22,442166,"['Email addresses', 'IP addresses', 'Passwords', 'Usernames']",Technology,5
Technic,technicpack.net,2018-11-30,265410,"['Chat logs', 'Email addresses', 'IP addresses', 'Passwords', 'Private messages', 'Time zones']",Technology,5
Teespring,teespring.com,2020-04-01,8234193,"['Email addresses', 'Geographic locations', 'Names', 'Social media profiles']",Technology,4
TehetsegKapu,tehetsegkapu.hu,2025-03-26,54357,"['Email addresses', 'Names', 'Usernames']",Technology,2
TRAI,trai.gov.in,2015-04-27,107776,"['Email addresses', 'Email messages']",Government,3
Teracod,teracod.org,2016-05-28,97151,"['Avatars', 'Email addresses', 'IP addresses', 'Passwords', 'Payment histories', 'Private messages', 'Usernames', 'Website activity']",Technology,4
Terravision,terravision.eu,2023-02-01,2075625,"['Dates of birth', 'Email addresses', 'Geographic locations', 'Names', 'Passwords', 'Phone numbers']",Technology,5
Tesco,tesco.com,2014-02-12,2239,"['Email addresses', 'Passwords', 'Reward program balances']",Technology,4
TGBUS,tgbus.com,2017-09-01,10371766,"['Email addresses', 'Passwords', 'Usernames']",Technology,5
TheCandidBoard,thecandidboard.com,2015-09-03,178201,"['Dates of birth', 'Email addresses', 'Geographic locations', 'IP addresses', 'Passwords', 'Usernames', 'Website activity']",Technology,5
TheClubPenguinExperience,thecpexperience.com,2024-10-14,6342,"['Age groups', 'Email addresses', 'Password hints', 'Passwords', 'Usernames']",Technology,4
TheFappening,thefappening.so,2015-12-01,179030,"['Email addresses', 'Passwords', 'Usernames']",Technology,5
TheFlyOnTheWall,theflyonthewall.com,2017-12-31,84011,"['Age groups', 'Credit cards', 'Email addresses', 'Genders', 'Names', 'Passwords', 'Phone numbers', 'Physical addresses', 'Purchases', 'Usernames']",Technology,5
HalloweenSpot,thehalloweenspot.com,2019-09-27,10653,"['Email addresses', 'IP addresses', 'Names', 'Phone numbers', 'Physical addresses', 'Purchases']",Technology,2
TheHeritageFoundation,heritage.org,2024-07-09,72004,"['Email addresses', 'IP addresses', 'Names', 'Passwords', 'Usernames']",Technology,4
KodiFoundation,kodi.tv,2023-02-16,400635,"['Browser user agent details', 'Dates of birth', 'Email addresses', 'IP addresses', 'Passwords', 'Private messages', 'Usernames']",Technology,5
